"Plot Title: testing fish tank"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 21068391, SEN S/N: 21068391)","Max: Daily Temperature, °C (LGR S/N: 21068391)","Min: Daily Temperature, °C (LGR S/N: 21068391)","Avg: Hourly Temperature, °C (LGR S/N: 21068391)","Coupler Detached (LGR S/N: 21068391)","Coupler Attached (LGR S/N: 21068391)","Host Connected (LGR S/N: 21068391)","Stopped (LGR S/N: 21068391)","End Of File (LGR S/N: 21068391)"
461,07/05/21 12:41:03 AM,0.0,,,,,,,,
462,07/05/21 01:00:00 AM,,,,5.397,,,,,
463,07/05/21 01:11:03 AM,0.0,,,,,,,,
464,07/05/21 01:41:03 AM,0.0,,,,,,,,
465,07/05/21 02:00:00 AM,,,,4.101,,,,,
466,07/05/21 02:11:03 AM,0.0,,,,,,,,
467,07/05/21 02:41:03 AM,0.0,,,,,,,,
468,07/05/21 03:00:00 AM,,,,3.208,,,,,
469,07/05/21 03:11:03 AM,0.0,,,,,,,,
470,07/05/21 03:41:03 AM,0.0,,,,,,,,
471,07/05/21 04:00:00 AM,,,,2.624,,,,,
472,07/05/21 04:11:03 AM,0.0,,,,,,,,
473,07/05/21 04:41:03 AM,0.0,,,,,,,,
474,07/05/21 05:00:00 AM,,,,2.087,,,,,
475,07/05/21 05:11:03 AM,0.0,,,,,,,,
476,07/05/21 05:41:03 AM,10.8,,,,,,,,
477,07/05/21 06:00:00 AM,,,,2.462,,,,,
478,07/05/21 06:11:03 AM,86.1,,,,,,,,
479,07/05/21 06:41:03 AM,129.2,,,,,,,,
480,07/05/21 07:00:00 AM,,,,8.394,,,,,
481,07/05/21 07:11:03 AM,1377.8,,,,,,,,
482,07/05/21 07:41:03 AM,1980.6,,,,,,,,
483,07/05/21 08:00:00 AM,,,,18.139,,,,,
484,07/05/21 08:11:03 AM,2497.2,,,,,,,,
485,07/05/21 08:41:03 AM,3100.0,,,,,,,,
486,07/05/21 09:00:00 AM,,,,25.909,,,,,
487,07/05/21 09:11:03 AM,3788.9,,,,,,,,
488,07/05/21 09:41:03 AM,4477.8,,,,,,,,
489,07/05/21 10:00:00 AM,,,,27.881,,,,,
490,07/05/21 10:11:03 AM,5166.7,,,,,,,,
491,07/05/21 10:41:03 AM,7233.4,,,,,,,,
492,07/05/21 11:00:00 AM,,,,31.281,,,,,
493,07/05/21 11:11:03 AM,2325.0,,,,,,,,
494,07/05/21 11:41:03 AM,11711.2,,,,,,,,
495,07/05/21 12:00:00 PM,,,,11.667,,,,,
496,07/05/21 12:11:03 PM,1108.7,,,,,,,,
497,07/05/21 12:41:03 PM,3444.5,,,,,,,,
498,07/05/21 01:00:00 PM,,,,10.353,,,,,
499,07/05/21 01:11:03 PM,721.2,,,,,,,,
500,07/05/21 01:41:03 PM,538.2,,,,,,,,
501,07/05/21 02:00:00 PM,,,,11.624,,,,,
502,07/05/21 02:11:03 PM,1808.3,,,,,,,,
503,07/05/21 02:41:03 PM,688.9,,,,,,,,
504,07/05/21 03:00:00 PM,,,,15.568,,,,,
505,07/05/21 03:11:03 PM,2066.7,,,,,,,,
506,07/05/21 03:41:03 PM,2583.4,,,,,,,,
507,07/05/21 04:00:00 PM,,,,23.340,,,,,
508,07/05/21 04:11:03 PM,3444.5,,,,,,,,
509,07/05/21 04:41:03 PM,1636.1,,,,,,,,
510,07/05/21 05:00:00 PM,,,,16.378,,,,,
511,07/05/21 05:11:03 PM,2152.8,,,,,,,,
512,07/05/21 05:41:03 PM,1550.0,,,,,,,,
513,07/05/21 06:00:00 PM,,,,14.085,,,,,
514,07/05/21 06:11:03 PM,1065.6,,,,,,,,
515,07/05/21 06:41:03 PM,1377.8,,,,,,,,
516,07/05/21 07:00:00 PM,,,,12.253,,,,,
517,07/05/21 07:11:03 PM,64.6,,,,,,,,
518,07/05/21 07:41:03 PM,32.3,,,,,,,,
519,07/05/21 08:00:00 PM,,,,10.357,,,,,
520,07/05/21 08:11:03 PM,0.0,,,,,,,,
521,07/05/21 08:41:03 PM,0.0,,,,,,,,
522,07/05/21 09:00:00 PM,,,,9.718,,,,,
523,07/05/21 09:11:03 PM,0.0,,,,,,,,
524,07/05/21 09:41:03 PM,0.0,,,,,,,,
525,07/05/21 10:00:00 PM,,,,9.077,,,,,
526,07/05/21 10:11:03 PM,0.0,,,,,,,,
527,07/05/21 10:41:03 PM,0.0,,,,,,,,
528,07/05/21 11:00:00 PM,,,,9.077,,,,,
529,07/05/21 11:11:03 PM,0.0,,,,,,,,
530,07/05/21 11:41:03 PM,0.0,,,,,,,,
531,07/06/21 12:00:00 AM,,42.758,2.730,8.229,,,,,
532,07/06/21 12:11:03 AM,0.0,,,,,,,,
533,07/06/21 12:41:03 AM,0.0,,,,,,,,
534,07/06/21 01:00:00 AM,,,,6.521,,,,,
535,07/06/21 01:11:03 AM,0.0,,,,,,,,
536,07/06/21 01:41:03 AM,0.0,,,,,,,,
537,07/06/21 02:00:00 AM,,,,5.294,,,,,
538,07/06/21 02:11:03 AM,0.0,,,,,,,,
539,07/06/21 02:41:03 AM,0.0,,,,,,,,
540,07/06/21 03:00:00 AM,,,,4.050,,,,,
541,07/06/21 03:11:03 AM,0.0,,,,,,,,
542,07/06/21 03:41:03 AM,0.0,,,,,,,,
543,07/06/21 04:00:00 AM,,,,2.995,,,,,
544,07/06/21 04:11:03 AM,0.0,,,,,,,,
545,07/06/21 04:41:03 AM,0.0,,,,,,,,
546,07/06/21 05:00:00 AM,,,,2.996,,,,,
547,07/06/21 05:11:03 AM,0.0,,,,,,,,
548,07/06/21 05:41:03 AM,0.0,,,,,,,,
549,07/06/21 06:00:00 AM,,,,4.099,,,,,
550,07/06/21 06:11:03 AM,139.9,,,,,,,,
551,07/06/21 06:41:03 AM,419.8,,,,,,,,
552,07/06/21 07:00:00 AM,,,,9.163,,,,,
553,07/06/21 07:11:03 AM,1377.8,,,,,,,,
554,07/06/21 07:41:03 AM,1151.7,,,,,,,,
555,07/06/21 08:00:00 AM,,,,14.560,,,,,
556,07/06/21 08:11:03 AM,2411.1,,,,,,,,
557,07/06/21 08:41:03 AM,2927.8,,,,,,,,
558,07/06/21 09:00:00 AM,,,,20.521,,,,,
559,07/06/21 09:11:03 AM,3616.7,,,,,,,,
560,07/06/21 09:41:03 AM,4477.8,,,,,,,,
561,07/06/21 10:00:00 AM,,,,22.716,,,,,
562,07/06/21 10:11:03 AM,1087.2,,,,,,,,
563,07/06/21 10:41:03 AM,10333.4,,,,,,,,
564,07/06/21 11:00:00 AM,,,,25.781,,,,,
565,07/06/21 11:11:03 AM,3272.2,,,,,,,,
566,07/06/21 11:41:03 AM,15844.5,,,,,,,,
567,07/06/21 12:00:00 PM,,,,32.015,,,,,
568,07/06/21 12:11:03 PM,20666.8,,,,,,,,
569,07/06/21 12:41:03 PM,2927.8,,,,,,,,
570,07/06/21 01:00:00 PM,,,,36.255,,,,,
571,07/06/21 01:11:03 PM,24800.2,,,,,,,,
572,07/06/21 01:41:03 PM,13777.9,,,,,,,,
573,07/06/21 02:00:00 PM,,,,42.225,,,,,
574,07/06/21 02:11:03 PM,11022.3,,,,,,,,
575,07/06/21 02:41:03 PM,9644.5,,,,,,,,
576,07/06/21 03:00:00 PM,,,,41.634,,,,,
577,07/06/21 03:11:03 PM,9644.5,,,,,,,,
578,07/06/21 03:41:03 PM,10333.4,,,,,,,,
579,07/06/21 04:00:00 PM,,,,38.835,,,,,
580,07/06/21 04:11:03 PM,10333.4,,,,,,,,
581,07/06/21 04:41:03 PM,9300.1,,,,,,,,
582,07/06/21 05:00:00 PM,,,,23.263,,,,,
583,07/06/21 05:11:03 PM,818.1,,,,,,,,
584,07/06/21 05:41:03 PM,893.4,,,,,,,,
585,07/06/21 06:00:00 PM,,,,18.045,,,,,
586,07/06/21 06:11:03 PM,516.7,,,,,,,,
587,07/06/21 06:41:03 PM,387.5,,,,,,,,
588,07/06/21 07:00:00 PM,,,,17.284,,,,,
589,07/06/21 07:11:03 PM,764.2,,,,,,,,
590,07/06/21 07:41:03 PM,505.9,,,,,,,,
591,07/06/21 08:00:00 PM,,,,12.008,,,,,
592,07/06/21 08:11:03 PM,75.3,,,,,,,,
593,07/06/21 08:41:03 PM,10.8,,,,,,,,
594,07/06/21 09:00:00 PM,,,,9.570,,,,,
595,07/06/21 09:11:03 PM,0.0,,,,,,,,
596,07/06/21 09:41:03 PM,0.0,,,,,,,,
597,07/06/21 10:00:00 PM,,,,9.026,,,,,
598,07/06/21 10:11:03 PM,0.0,,,,,,,,
599,07/06/21 10:41:03 PM,0.0,,,,,,,,
600,07/06/21 11:00:00 PM,,,,9.324,,,,,
601,07/06/21 11:11:03 PM,0.0,,,,,,,,
602,07/06/21 11:41:03 PM,0.0,,,,,,,,
603,07/07/21 12:00:00 AM,,46.722,2.195,7.782,,,,,
604,07/07/21 12:11:03 AM,0.0,,,,,,,,
605,07/07/21 12:41:03 AM,0.0,,,,,,,,
606,07/07/21 01:00:00 AM,,,,7.129,,,,,
607,07/07/21 01:11:03 AM,0.0,,,,,,,,
608,07/07/21 01:41:03 AM,0.0,,,,,,,,
609,07/07/21 02:00:00 AM,,,,5.807,,,,,
610,07/07/21 02:11:03 AM,0.0,,,,,,,,
611,07/07/21 02:41:03 AM,0.0,,,,,,,,
612,07/07/21 03:00:00 AM,,,,4.154,,,,,
613,07/07/21 03:11:03 AM,0.0,,,,,,,,
614,07/07/21 03:41:03 AM,0.0,,,,,,,,
615,07/07/21 04:00:00 AM,,,,3.578,,,,,
616,07/07/21 04:11:03 AM,0.0,,,,,,,,
617,07/07/21 04:41:03 AM,0.0,,,,,,,,
618,07/07/21 05:00:00 AM,,,,2.623,,,,,
619,07/07/21 05:11:03 AM,0.0,,,,,,,,
620,07/07/21 05:41:03 AM,10.8,,,,,,,,
621,07/07/21 06:00:00 AM,,,,2.409,,,,,
622,07/07/21 06:11:03 AM,64.6,,,,,,,,
623,07/07/21 06:41:03 AM,96.9,,,,,,,,
624,07/07/21 07:00:00 AM,,,,7.599,,,,,
625,07/07/21 07:11:03 AM,1550.0,,,,,,,,
626,07/07/21 07:41:03 AM,2152.8,,,,,,,,
627,07/07/21 08:00:00 AM,,,,16.709,,,,,
628,07/07/21 08:11:03 AM,2669.5,,,,,,,,
629,07/07/21 08:41:03 AM,3272.2,,,,,,,,
630,07/07/21 09:00:00 AM,,,,23.827,,,,,
631,07/07/21 09:11:03 AM,3788.9,,,,,,,,
632,07/07/21 09:41:03 AM,4650.0,,,,,,,,
633,07/07/21 10:00:00 AM,,,,28.566,,,,,
634,07/07/21 10:11:03 AM,5166.7,,,,,,,,
635,07/07/21 10:41:03 AM,8611.2,,,,,,,,
636,07/07/21 11:00:00 AM,,,,34.980,,,,,
637,07/07/21 11:11:03 AM,11022.3,,,,,,,,
638,07/07/21 11:41:03 AM,15155.7,,,,,,,,
639,07/07/21 12:00:00 PM,,,,40.707,,,,,
640,07/07/21 12:11:03 PM,17222.3,,,,,,,,
641,07/07/21 12:41:03 PM,22044.6,,,,,,,,
642,07/07/21 01:00:00 PM,,,,39.301,,,,,
643,07/07/21 01:11:03 PM,24800.2,,,,,,,,
644,07/07/21 01:41:03 PM,3444.5,,,,,,,,
645,07/07/21 02:00:00 PM,,,,40.302,,,,,
646,07/07/21 02:11:03 PM,8266.7,,,,,,,,
647,07/07/21 02:41:03 PM,12400.1,,,,,,,,
648,07/07/21 03:00:00 PM,,,,36.772,,,,,
649,07/07/21 03:11:03 PM,12400.1,,,,,,,,
650,07/07/21 03:41:03 PM,2755.6,,,,,,,,
651,07/07/21 04:00:00 PM,,,,22.671,,,,,
652,07/07/21 04:11:03 PM,1808.3,,,,,,,,
653,07/07/21 04:41:03 PM,5511.1,,,,,,,,
654,07/07/21 05:00:00 PM,,,,26.178,,,,,
655,07/07/21 05:11:03 PM,2755.6,,,,,,,,
656,07/07/21 05:41:03 PM,2238.9,,,,,,,,
657,07/07/21 06:00:00 PM,,,,22.190,,,,,
658,07/07/21 06:11:03 PM,2066.7,,,,,,,,
659,07/07/21 06:41:03 PM,1377.8,,,,,,,,
660,07/07/21 07:00:00 PM,,,,17.902,,,,,
661,07/07/21 07:11:03 PM,549.0,,,,,,,,
662,07/07/21 07:41:03 PM,161.5,,,,,,,,
663,07/07/21 08:00:00 PM,,,,11.231,,,,,
664,07/07/21 08:11:03 PM,75.3,,,,,,,,
665,07/07/21 08:41:03 PM,10.8,,,,,,,,
666,07/07/21 09:00:00 PM,,,,8.381,,,,,
667,07/07/21 09:11:03 PM,0.0,,,,,,,,
668,07/07/21 09:41:03 PM,0.0,,,,,,,,
669,07/07/21 10:00:00 PM,,,,6.824,,,,,
670,07/07/21 10:11:03 PM,0.0,,,,,,,,
671,07/07/21 10:41:03 PM,0.0,,,,,,,,
672,07/07/21 11:00:00 PM,,,,5.037,,,,,
673,07/07/21 11:11:03 PM,0.0,,,,,,,,
674,07/07/21 11:41:03 PM,0.0,,,,,,,,
675,07/08/21 12:00:00 AM,,44.952,1.548,4.362,,,,,
676,07/08/21 12:11:03 AM,0.0,,,,,,,,
677,07/08/21 12:41:03 AM,0.0,,,,,,,,
678,07/08/21 01:00:00 AM,,,,3.419,,,,,
679,07/08/21 01:11:03 AM,0.0,,,,,,,,
680,07/08/21 01:41:03 AM,0.0,,,,,,,,
681,07/08/21 02:00:00 AM,,,,2.837,,,,,
682,07/08/21 02:11:03 AM,0.0,,,,,,,,
683,07/08/21 02:41:03 AM,0.0,,,,,,,,
684,07/08/21 03:00:00 AM,,,,2.302,,,,,
685,07/08/21 03:11:03 AM,0.0,,,,,,,,
686,07/08/21 03:41:03 AM,0.0,,,,,,,,
687,07/08/21 04:00:00 AM,,,,2.034,,,,,
688,07/08/21 04:11:03 AM,0.0,,,,,,,,
689,07/08/21 04:41:03 AM,0.0,,,,,,,,
690,07/08/21 05:00:00 AM,,,,1.602,,,,,
691,07/08/21 05:11:03 AM,0.0,,,,,,,,
692,07/08/21 05:41:03 AM,0.0,,,,,,,,
693,07/08/21 06:00:00 AM,,,,2.622,,,,,
694,07/08/21 06:11:03 AM,107.6,,,,,,,,
695,07/08/21 06:41:03 AM,516.7,,,,,,,,
696,07/08/21 07:00:00 AM,,,,8.807,,,,,
697,07/08/21 07:11:03 AM,549.0,,,,,,,,
698,07/08/21 07:41:03 AM,2152.8,,,,,,,,
699,07/08/21 08:00:00 AM,,,,16.901,,,,,
700,07/08/21 08:11:03 AM,2669.5,,,,,,,,
701,07/08/21 08:41:03 AM,3100.0,,,,,,,,
702,07/08/21 09:00:00 AM,,,,24.551,,,,,
703,07/08/21 09:11:03 AM,3788.9,,,,,,,,
704,07/08/21 09:41:03 AM,4477.8,,,,,,,,
705,07/08/21 10:00:00 AM,,,,29.508,,,,,
706,07/08/21 10:11:03 AM,5338.9,,,,,,,,
707,07/08/21 10:41:03 AM,8266.7,,,,,,,,
708,07/08/21 11:00:00 AM,,,,33.811,,,,,
709,07/08/21 11:11:03 AM,11022.3,,,,,,,,
710,07/08/21 11:41:03 AM,13777.9,,,,,,,,
711,07/08/21 12:00:00 PM,,,,35.953,,,,,
712,07/08/21 12:11:03 PM,5338.9,,,,,,,,
713,07/08/21 12:41:03 PM,4650.0,,,,,,,,
714,07/08/21 01:00:00 PM,,,,38.788,,,,,
715,07/08/21 01:11:03 PM,3100.0,,,,,,,,
716,07/08/21 01:41:03 PM,19977.9,,,,,,,,
717,07/08/21 02:00:00 PM,,,,37.843,,,,,
718,07/08/21 02:11:03 PM,3272.2,,,,,,,,
719,07/08/21 02:41:03 PM,3788.9,,,,,,,,
720,07/08/21 03:00:00 PM,,,,42.798,,,,,
721,07/08/21 03:11:03 PM,5511.1,,,,,,,,
722,07/08/21 03:41:03 PM,11711.2,,,,,,,,
723,07/08/21 04:00:00 PM,,,,31.737,,,,,
724,07/08/21 04:11:03 PM,3100.0,,,,,,,,
725,07/08/21 04:41:03 PM,3100.0,,,,,,,,
726,07/08/21 05:00:00 PM,,,,24.111,,,,,
727,07/08/21 05:11:03 PM,2152.8,,,,,,,,
728,07/08/21 05:41:03 PM,2325.0,,,,,,,,
729,07/08/21 06:00:00 PM,,,,23.532,,,,,
730,07/08/21 06:11:03 PM,2238.9,,,,,,,,
731,07/08/21 06:41:03 PM,990.3,,,,,,,,
732,07/08/21 07:00:00 PM,,,,18.045,,,,,
733,07/08/21 07:11:03 PM,570.5,,,,,,,,
734,07/08/21 07:41:03 PM,172.2,,,,,,,,
735,07/08/21 08:00:00 PM,,,,12.688,,,,,
736,07/08/21 08:11:03 PM,86.1,,,,,,,,
737,07/08/21 08:41:03 PM,10.8,,,,,,,,
738,07/08/21 09:00:00 PM,,,,10.455,,,,,
739,07/08/21 09:11:03 PM,0.0,,,,,,,,
740,07/08/21 09:41:03 PM,0.0,,,,,,,,
741,07/08/21 10:00:00 PM,,,,10.207,,,,,
742,07/08/21 10:11:03 PM,0.0,,,,,,,,
743,07/08/21 10:41:03 PM,0.0,,,,,,,,
744,07/08/21 11:00:00 PM,,,,7.176,,,,,
745,07/08/21 11:11:03 PM,0.0,,,,,,,,
746,07/08/21 11:41:03 PM,0.0,,,,,,,,
747,07/09/21 12:00:00 AM,,46.083,3.683,5.500,,,,,
748,07/09/21 12:11:03 AM,0.0,,,,,,,,
749,07/09/21 12:41:03 AM,0.0,,,,,,,,
750,07/09/21 01:00:00 AM,,,,4.830,,,,,
751,07/09/21 01:11:03 AM,0.0,,,,,,,,
752,07/09/21 01:41:03 AM,0.0,,,,,,,,
753,07/09/21 02:00:00 AM,,,,5.501,,,,,
754,07/09/21 02:11:03 AM,0.0,,,,,,,,
755,07/09/21 02:41:03 AM,0.0,,,,,,,,
756,07/09/21 03:00:00 AM,,,,5.910,,,,,
757,07/09/21 03:11:03 AM,0.0,,,,,,,,
758,07/09/21 03:41:03 AM,0.0,,,,,,,,
759,07/09/21 04:00:00 AM,,,,4.467,,,,,
760,07/09/21 04:11:03 AM,0.0,,,,,,,,
761,07/09/21 04:41:03 AM,0.0,,,,,,,,
762,07/09/21 05:00:00 AM,,,,3.736,,,,,
763,07/09/21 05:11:03 AM,0.0,,,,,,,,
764,07/09/21 05:41:03 AM,21.5,,,,,,,,
765,07/09/21 06:00:00 AM,,,,4.571,,,,,
766,07/09/21 06:11:03 AM,183.0,,,,,,,,
767,07/09/21 06:41:03 AM,236.8,,,,,,,,
768,07/09/21 07:00:00 AM,,,,8.995,,,,,
769,07/09/21 07:11:03 AM,1367.0,,,,,,,,
770,07/09/21 07:41:03 AM,1141.0,,,,,,,,
771,07/09/21 08:00:00 AM,,,,15.615,,,,,
772,07/09/21 08:11:03 AM,4133.4,,,,,,,,
773,07/09/21 08:41:03 AM,3616.7,,,,,,,,
774,07/09/21 09:00:00 AM,,,,22.642,,,,,
775,07/09/21 09:11:03 AM,3961.1,,,,,,,,
776,07/09/21 09:41:03 AM,4477.8,,,,,,,,
777,07/09/21 10:00:00 AM,,,,30.716,,,,,
778,07/09/21 10:11:03 AM,5338.9,,,,,,,,
779,07/09/21 10:41:03 AM,8266.7,,,,,,,,
780,07/09/21 11:00:00 AM,,,,37.090,,,,,
781,07/09/21 11:11:03 AM,10677.8,,,,,,,,
782,07/09/21 11:41:03 AM,13777.9,,,,,,,,
783,07/09/21 12:00:00 PM,,,,44.963,,,,,
784,07/09/21 12:11:03 PM,16533.4,,,,,,,,
785,07/09/21 12:41:03 PM,22044.6,,,,,,,,
786,07/09/21 01:00:00 PM,,,,33.832,,,,,
787,07/09/21 01:11:03 PM,24800.2,,,,,,,,
788,07/09/21 01:41:03 PM,5166.7,,,,,,,,
789,07/09/21 02:00:00 PM,,,,44.285,,,,,
790,07/09/21 02:11:03 PM,12400.1,,,,,,,,
791,07/09/21 02:41:03 PM,7577.8,,,,,,,,
792,07/09/21 03:00:00 PM,,,,25.438,,,,,
793,07/09/21 03:11:03 PM,2411.1,,,,,,,,
794,07/09/21 03:41:03 PM,1237.9,,,,,,,,
795,07/09/21 04:00:00 PM,,,,32.842,,,,,
796,07/09/21 04:11:03 PM,10333.4,,,,,,,,
797,07/09/21 04:41:03 PM,10677.8,,,,,,,,
798,07/09/21 05:00:00 PM,,,,26.200,,,,,
799,07/09/21 05:11:03 PM,2238.9,,,,,,,,
800,07/09/21 05:41:03 PM,1894.5,,,,,,,,
801,07/09/21 06:00:00 PM,,,,21.905,,,,,
802,07/09/21 06:11:03 PM,1463.9,,,,,,,,
803,07/09/21 06:41:03 PM,914.9,,,,,,,,
804,07/09/21 07:00:00 PM,,,,16.617,,,,,
805,07/09/21 07:11:03 PM,409.0,,,,,,,,
806,07/09/21 07:41:03 PM,419.8,,,,,,,,
807,07/09/21 08:00:00 PM,,,,13.364,,,,,
808,07/09/21 08:11:03 PM,204.5,,,,,,,,
809,07/09/21 08:41:03 PM,21.5,,,,,,,,
810,07/09/21 09:00:00 PM,,,,9.763,,,,,
811,07/09/21 09:11:03 PM,0.0,,,,,,,,
812,07/09/21 09:41:03 PM,0.0,,,,,,,,
813,07/09/21 10:00:00 PM,,,,7.280,,,,,
814,07/09/21 10:11:03 PM,0.0,,,,,,,,
815,07/09/21 10:41:03 PM,0.0,,,,,,,,
816,07/09/21 11:00:00 PM,,,,6.268,,,,,
817,07/09/21 11:11:03 PM,0.0,,,,,,,,
818,07/09/21 11:41:03 PM,0.0,,,,,,,,
819,07/10/21 12:00:00 AM,,46.210,0.010,5.295,,,,,
820,07/10/21 12:11:03 AM,0.0,,,,,,,,
821,07/10/21 12:41:03 AM,0.0,,,,,,,,
822,07/10/21 01:00:00 AM,,,,4.518,,,,,
823,07/10/21 01:11:03 AM,0.0,,,,,,,,
824,07/10/21 01:41:03 AM,0.0,,,,,,,,
825,07/10/21 02:00:00 AM,,,,3.525,,,,,
826,07/10/21 02:11:03 AM,0.0,,,,,,,,
827,07/10/21 02:41:03 AM,0.0,,,,,,,,
828,07/10/21 03:00:00 AM,,,,2.515,,,,,
829,07/10/21 03:11:03 AM,0.0,,,,,,,,
830,07/10/21 03:41:03 AM,0.0,,,,,,,,
831,07/10/21 04:00:00 AM,,,,1.384,,,,,
832,07/10/21 04:11:03 AM,0.0,,,,,,,,
833,07/10/21 04:41:03 AM,0.0,,,,,,,,
834,07/10/21 05:00:00 AM,,,,0.342,,,,,
835,07/10/21 05:11:03 AM,0.0,,,,,,,,
836,07/10/21 05:41:03 AM,10.8,,,,,,,,
837,07/10/21 06:00:00 AM,,,,0.121,,,,,
838,07/10/21 06:11:03 AM,75.3,,,,,,,,
839,07/10/21 06:41:03 AM,118.4,,,,,,,,
840,07/10/21 07:00:00 AM,,,,5.545,,,,,
841,07/10/21 07:11:03 AM,1550.0,,,,,,,,
842,07/10/21 07:41:03 AM,2238.9,,,,,,,,
843,07/10/21 08:00:00 AM,,,,16.183,,,,,
844,07/10/21 08:11:03 AM,2755.6,,,,,,,,
845,07/10/21 08:41:03 AM,3444.5,,,,,,,,
846,07/10/21 09:00:00 AM,,,,24.215,,,,,
847,07/10/21 09:11:03 AM,3961.1,,,,,,,,
848,07/10/21 09:41:03 AM,4650.0,,,,,,,,
849,07/10/21 10:00:00 AM,,,,29.610,,,,,
850,07/10/21 10:11:03 AM,5166.7,,,,,,,,
851,07/10/21 10:41:03 AM,8611.2,,,,,,,,
852,07/10/21 11:00:00 AM,,,,37.024,,,,,
853,07/10/21 11:11:03 AM,10677.8,,,,,,,,
854,07/10/21 11:41:03 AM,13777.9,,,,,,,,
855,07/10/21 12:00:00 PM,,,,43.738,,,,,
856,07/10/21 12:11:03 PM,16533.4,,,,,,,,
857,07/10/21 12:41:03 PM,20666.8,,,,,,,,
858,07/10/21 01:00:00 PM,,,,46.210,,,,,
859,07/10/21 01:11:03 PM,22044.6,,,,,,,,
860,07/10/21 01:41:03 PM,16533.4,,,,,,,,
861,07/10/21 02:00:00 PM,,,,45.829,,,,,
862,07/10/21 02:11:03 PM,11711.2,,,,,,,,
863,07/10/21 02:41:03 PM,9644.5,,,,,,,,
864,07/10/21 03:00:00 PM,,,,45.392,,,,,
865,07/10/21 03:11:03 PM,9644.5,,,,,,,,
866,07/10/21 03:41:03 PM,10333.4,,,,,,,,
867,07/10/21 04:00:00 PM,,,,40.543,,,,,
868,07/10/21 04:11:03 PM,9644.5,,,,,,,,
869,07/10/21 04:41:03 PM,9300.1,,,,,,,,
870,07/10/21 05:00:00 PM,,,,25.851,,,,,
871,07/10/21 05:11:03 PM,1130.2,,,,,,,,
872,07/10/21 05:41:03 PM,1377.8,,,,,,,,
873,07/10/21 06:00:00 PM,,,,19.473,,,,,
874,07/10/21 06:11:03 PM,742.7,,,,,,,,
875,07/10/21 06:41:03 PM,753.5,,,,,,,,
876,07/10/21 07:00:00 PM,,,,15.949,,,,,
877,07/10/21 07:11:03 PM,592.0,,,,,,,,
878,07/10/21 07:41:03 PM,409.0,,,,,,,,
879,07/10/21 08:00:00 PM,,,,11.086,,,,,
880,07/10/21 08:11:03 PM,183.0,,,,,,,,
881,07/10/21 08:41:03 PM,10.8,,,,,,,,
882,07/10/21 09:00:00 PM,,,,8.231,,,,,
883,07/10/21 09:11:03 PM,0.0,,,,,,,,
884,07/10/21 09:41:03 PM,0.0,,,,,,,,
885,07/10/21 10:00:00 PM,,,,7.681,,,,,
886,07/10/21 10:11:03 PM,0.0,,,,,,,,
887,07/10/21 10:41:03 PM,0.0,,,,,,,,
888,07/10/21 11:00:00 PM,,,,5.910,,,,,
889,07/10/21 11:11:03 PM,0.0,,,,,,,,
890,07/10/21 11:41:03 PM,0.0,,,,,,,,
891,07/11/21 12:00:00 AM,,42.998,-0.213,3.734,,,,,
892,07/11/21 12:11:03 AM,0.0,,,,,,,,
893,07/11/21 12:41:03 AM,0.0,,,,,,,,
894,07/11/21 01:00:00 AM,,,,3.049,,,,,
895,07/11/21 01:11:03 AM,0.0,,,,,,,,
896,07/11/21 01:41:03 AM,0.0,,,,,,,,
897,07/11/21 02:00:00 AM,,,,2.357,,,,,
898,07/11/21 02:11:03 AM,0.0,,,,,,,,
899,07/11/21 02:41:03 AM,0.0,,,,,,,,
900,07/11/21 03:00:00 AM,,,,1.546,,,,,
901,07/11/21 03:11:03 AM,0.0,,,,,,,,
902,07/11/21 03:41:03 AM,0.0,,,,,,,,
903,07/11/21 04:00:00 AM,,,,0.728,,,,,
904,07/11/21 04:11:03 AM,0.0,,,,,,,,
905,07/11/21 04:41:03 AM,0.0,,,,,,,,
906,07/11/21 05:00:00 AM,,,,0.009,,,,,
907,07/11/21 05:11:03 AM,0.0,,,,,,,,
908,07/11/21 05:41:03 AM,0.0,,,,,,,,
909,07/11/21 06:00:00 AM,,,,0.175,,,,,
910,07/11/21 06:11:03 AM,107.6,,,,,,,,
911,07/11/21 06:41:03 AM,355.2,,,,,,,,
912,07/11/21 07:00:00 AM,,,,4.901,,,,,
913,07/11/21 07:11:03 AM,1054.9,,,,,,,,
914,07/11/21 07:41:03 AM,1722.2,,,,,,,,
915,07/11/21 08:00:00 AM,,,,13.165,,,,,
916,07/11/21 08:11:03 AM,2325.0,,,,,,,,
917,07/11/21 08:41:03 AM,2927.8,,,,,,,,
918,07/11/21 09:00:00 AM,,,,20.713,,,,,
919,07/11/21 09:11:03 AM,3616.7,,,,,,,,
920,07/11/21 09:41:03 AM,4477.8,,,,,,,,
921,07/11/21 10:00:00 AM,,,,27.429,,,,,
922,07/11/21 10:11:03 AM,5166.7,,,,,,,,
923,07/11/21 10:41:03 AM,7233.4,,,,,,,,
924,07/11/21 11:00:00 AM,,,,33.919,,,,,
925,07/11/21 11:11:03 AM,9300.1,,,,,,,,
926,07/11/21 11:41:03 AM,11711.2,,,,,,,,
927,07/11/21 12:00:00 PM,,,,39.860,,,,,
928,07/11/21 12:11:03 PM,13089.0,,,,,,,,
