"","expt","n","Year","Date","DN","Site","PlantType","Tissue","OI","Sample","Sample2","nomatch","Bag","Pump","End","NumFlrs","NumBuds","NumLeaf","PumpID","SoilVWC","SoilDepth","Comments","Collector","LeafDryWtGrams","n.f","Filename","Lead","Year.f","Expt","Temp","PlantType.f","Type","Sample.f","nomatch.f","DNLeaf","SampleDate_text","SampleDate_format","RunDate_text","RunDate","GCOrder","vial","lost","chamber","plant","Equil","Duration","location_time","Temp.f","Total","Pump_datehour","year","time","mean_temp_C_control","mean_temp_C_OTC","mean_intensity_lux_control","mean_intensity_lux_OTC","OTC_diff_C","OTC_diff_lux","mean_temp_C_treatment"
"134","otc",58,2019,2019-08-02,"day","SC","ten","flower","out","SC10","10",NA,12:31:00,13:09:00,13:24:00,1,0,0,"DRC5",6.4,1.222,NA,"John",NA,317,"SC10_day_190802_892019_06.qgd","SC10",2019,"otc",NA,"ten","SC","10",NA,"day","190802","08-02-19",892019,2019-08-09,6,NA,NA,NA,NA,2280,900,NA,NA,3180,2019-08-02 13:00:00,2019,19,19.401,21.286,3293.775,3121.55,1.885,-172.225,19.401
"135","otc",48,2019,2019-08-02,"day","SC","ten","flower","out","SC2","2",NA,10:41:00,11:13:00,11:28:00,1,0,0,"DRC4",7.7,1.224,NA,"John",NA,319,"SC2_day_190802_882019_15.qgd","SC2",2019,"otc",NA,"ten","SC","2",NA,"day","190802","08-02-19",882019,2019-08-08,15,NA,NA,NA,NA,1920,900,NA,NA,2820,2019-08-02 11:00:00,2019,17,26.17375,30.369,4779.2,4477.8,4.19525,-301.4,26.17375
"136","otc",51,2019,2019-08-02,"day","SC","ten","flower","out","SC3","3",NA,11:21:00,11:54:00,12:09:00,1,0,0,"DRC5",8.1,1.251,NA,"John",NA,321,"SC3_day_190802_892019_06.qgd","SC3",2019,"otc",NA,"ten","SC","3",NA,"day","190802","08-02-19",892019,2019-08-09,6,NA,NA,NA,NA,1980,900,NA,NA,2880,2019-08-02 12:00:00,2019,18,23.91075,27.1825,9386.175,7879.225,3.27175,-1506.95,23.91075
"137","otc",54,2019,2019-08-02,"day","SC","ten","flower","out","SC4","4",NA,11:47:00,12:18:00,12:33:00,1,0,0,"DRC4",5.6,1.207,NA,"John",NA,324,"SC4_day_190802_892019_09.qgd","SC4",2019,"otc",NA,"ten","SC","4",NA,"day","190802","08-02-19",892019,2019-08-09,9,NA,NA,NA,NA,1860,900,NA,NA,2760,2019-08-02 12:00:00,2019,18,23.91075,27.1825,9386.175,7879.225,3.27175,-1506.95,23.91075
"138","otc",56,2019,2019-08-02,"day","SC","ten","flower","out","SC5","5",NA,12:09:00,12:40:00,12:55:00,1,0,0,".",7,1.233,NA,"John",NA,327,"SC5_day_190802_882019_10.qgd","SC5",2019,"otc",NA,"ten","SC","5",NA,"day","190802","08-02-19",882019,2019-08-08,10,NA,NA,NA,NA,1860,900,NA,NA,2760,2019-08-02 13:00:00,2019,19,19.401,21.286,3293.775,3121.55,1.885,-172.225,19.401
"139","otc",70,2019,2019-08-02,"day","SC","ten","flower","out","SC6","6",NA,10:29:00,11:01:00,11:16:00,1,0,0,"CW2",NA,NA,NA,"Carrie",NA,330,"SC6_day_190802_882019_12.qgd","SC6",2019,"otc",NA,"ten","SC","6",NA,"day","190802","08-02-19",882019,2019-08-08,12,NA,NA,NA,NA,1920,900,NA,NA,2820,2019-08-02 11:00:00,2019,17,26.17375,30.369,4779.2,4477.8,4.19525,-301.4,26.17375
"140","otc",68,2019,2019-08-02,"day","SC","ten","flower","out","SC7","7",NA,10:16:00,10:48:00,11:03:00,1,0,0,"CW1",6.9,1.235,NA,"Carrie",NA,333,"SC7_day_190802_882019_09.qgd","SC7",2019,"otc",NA,"ten","SC","7",NA,"day","190802","08-02-19",882019,2019-08-08,9,NA,NA,NA,NA,1920,900,NA,NA,2820,2019-08-02 11:00:00,2019,17,26.17375,30.369,4779.2,4477.8,4.19525,-301.4,26.17375
"141","otc",73,2019,2019-08-02,"day","SC","ten","flower","out","SC8","8",NA,11:12:00,11:42:00,11:57:00,1,0,0,"CW1",NA,NA,NA,"Carrie",NA,336,"SC8_day_190802_892019_02.qgd","SC8",2019,"otc",NA,"ten","SC","8",NA,"day","190802","08-02-19",892019,2019-08-09,2,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 12:00:00,2019,18,23.91075,27.1825,9386.175,7879.225,3.27175,-1506.95,23.91075
"142","otc",75,2019,2019-08-02,"day","SC","ten","flower","out","SC9","9",NA,11:27:00,11:57:00,12:12:00,1,0,0,"CW2",8.6,1.26,NA,"Carrie",NA,339,"SC9_day_190802_892019_04.qgd","SC9",2019,"otc",NA,"ten","SC","9",NA,"day","190802","08-02-19",892019,2019-08-09,4,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 12:00:00,2019,18,23.91075,27.1825,9386.175,7879.225,3.27175,-1506.95,23.91075
"143","otc",43,2019,2019-08-02,"day","SC","ten","leaf","out","SC1-leaf","1",NA,09:40:00,10:14:00,10:29:00,NA,NA,1,"DRC5",9.7,1.227,"wood smoke 9-10am","John",0.01562,315,"SC1_leaf_190802_882019_06.qgd","SC1",2019,"otc",NA,"ten","SC","1",NA,"leaf","190802","08-02-19",882019,2019-08-08,6,NA,NA,NA,NA,2040,900,NA,NA,2940,2019-08-02 10:00:00,2019,16,27.9175,32.01625,5037.5,4693.1,4.09875,-344.4,27.9175
"144","otc",45,2019,2019-08-02,"day","SC","ten","leaf","out","SC2-leaf","2",NA,10:17:00,10:47:00,11:02:00,NA,NA,1,"DRC4",7.7,1.244,"wood smoke 9-10am","John",0.01112,320,"SC2_day_leaf_190802_882019_17.qgd","SC2",2019,"otc",NA,"ten","SC","2",NA,"leaf","190802","08-02-19",882019,2019-08-08,17,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 11:00:00,2019,17,26.17375,30.369,4779.2,4477.8,4.19525,-301.4,26.17375
"145","otc",85,2019,2019-08-02,"day","SC","ten","leaf","out","SC3-leaf","3",NA,13:13:00,13:43:00,13:58:00,NA,NA,1,"CW1",NA,NA,NA,"Carrie",0.00793,322,"SC3_leaf_190802_892019_02.qgd","SC3",2019,"otc",NA,"ten","SC","3",NA,"leaf","190802","08-02-19",892019,2019-08-09,2,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 14:00:00,2019,20,16.82,17.474,804.6,729.25,0.654,-75.35,16.82
"146","otc",60,2019,2019-08-02,"day","SC","ten","leaf","out","SC4-leaf","4",NA,12:59:00,13:36:00,13:54:00,NA,NA,1,"DRC7",5.6,1.207,NA,"John",0.00869,325,"SC4_leaf_190802_892019_13.qgd","SC4",2019,"otc",NA,"ten","SC","4",NA,"leaf","190802","08-02-19",892019,2019-08-09,13,NA,NA,NA,NA,2220,1080,NA,NA,3300,2019-08-02 14:00:00,2019,20,16.82,17.474,804.6,729.25,0.654,-75.35,16.82
"147","otc",61,2019,2019-08-02,"day","SC","ten","leaf","out","SC5-leaf","5",NA,13:20:00,13:56:00,14:11:00,NA,NA,1,"DRC7",7,1.233,NA,"John",0.01438,328,"SC5_leaf_190802_892019_05.qgd","SC5",2019,"otc",NA,"ten","SC","5",NA,"leaf","190802","08-02-19",892019,2019-08-09,5,NA,NA,NA,NA,2160,900,NA,NA,3060,2019-08-02 14:00:00,2019,20,16.82,17.474,804.6,729.25,0.654,-75.35,16.82
"148","otc",64,2019,2019-08-02,"day","SC","ten","leaf","out","SC6-leaf","6",NA,09:38:00,10:10:00,10:25:00,NA,NA,2,"CW1",8.2,1.252,NA,"Carrie",0.01129,331,"SC6_leaf_190802_882019_03.qgd","SC6",2019,"otc",NA,"ten","SC","6",NA,"leaf","190802","08-02-19",882019,2019-08-08,3,NA,NA,NA,NA,1920,900,NA,NA,2820,2019-08-02 10:00:00,2019,16,27.9175,32.01625,5037.5,4693.1,4.09875,-344.4,27.9175
"149","otc",66,2019,2019-08-02,"day","SC","ten","leaf","out","SC7-leaf","7",NA,10:03:00,10:33:00,10:48:00,NA,NA,1,"DRC7",7.1,1.235,NA,"Carrie",0.00747,334,"SC7_leaf_190802_882019_07.qgd","SC7",2019,"otc",NA,"ten","SC","7",NA,"leaf","190802","08-02-19",882019,2019-08-08,7,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 11:00:00,2019,17,26.17375,30.369,4779.2,4477.8,4.19525,-301.4,26.17375
"150","otc",74,2019,2019-08-02,"day","SC","ten","leaf","out","SC8-leaf","8",NA,11:15:00,11:45:00,12:00:00,NA,NA,1,"DRC7",6.5,1.224,NA,"Carrie",0.01079,337,"SC8_leaf_190802_882019_20.qgd","SC8",2019,"otc",NA,"ten","SC","8",NA,"leaf","190802","08-02-19",882019,2019-08-08,20,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 12:00:00,2019,18,23.91075,27.1825,9386.175,7879.225,3.27175,-1506.95,23.91075
"151","otc",77,2019,2019-08-02,"day","SC","ten","leaf","out","SC9-leaf","9",NA,11:52:00,12:22:00,12:37:00,NA,NA,1,"CW2",NA,NA,NA,"Carrie",0.02116,340,"SC9_leaf_190802_892019_10.qgd","SC9",2019,"otc",NA,"ten","SC","9",NA,"leaf","190802","08-02-19",892019,2019-08-09,10,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 12:00:00,2019,18,23.91075,27.1825,9386.175,7879.225,3.27175,-1506.95,23.91075
"152","otc",63,2019,2019-08-02,"day","SC","air","air","air","Air-SC1","AirSC1",NA,09:35:00,10:05:00,10:20:00,NA,NA,NA,"DRC7",NA,NA,NA,"Carrie",NA,211,"Air_SC1_day_190802_882019_02.qgd","Air",2019,"otc",NA,"ten","Air","Air",NA,"day","190802","08-02-19",882019,2019-08-08,2,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 10:00:00,2019,16,27.9175,32.01625,5037.5,4693.1,4.09875,-344.4,27.9175
"153","otc",81,2019,2019-08-02,"day","SC","air","air","air","Air-SC2","AirSC2",NA,12:34:00,13:04:00,13:19:00,NA,NA,NA,"CW2",NA,NA,NA,"Carrie",NA,225,"AirSC2_day_190802_892019_15.qgd","AirSC2",2019,"otc",NA,"ten","Air","AirSC2",NA,"day","190802","08-02-19",892019,2019-08-09,15,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 13:00:00,2019,19,19.401,21.286,3293.775,3121.55,1.885,-172.225,19.401
"154","otc",10,2019,2019-08-02,"night","SC","ten","flower","in","OTC-A2","A2",NA,19:37:00,20:07:00,20:22:00,1,0,0,"DRC7",NA,NA,"sad flower","Carrie",NA,266,"OTC_A2_night_190802_892019_13.qgd","OTC",2019,"otc",NA,"ten","OTC","A2",NA,"night","190802","08-02-19",892019,2019-08-09,13,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 20:00:00,2019,2,7.792,8.1685,0,0,0.3765,0,8.1685
"155","otc",13,2019,2019-08-02,"night","SC","ten","flower","in","OTC-B1","B1",NA,19:56:00,20:26:00,20:41:00,1,0,0,"DRC5",NA,NA,NA,"Carrie",NA,267,"OTC_B1_night_190802_892019_23.qgd","OTC",2019,"otc",NA,"ten","OTC","B1",NA,"night","190802","08-02-19",892019,2019-08-09,23,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 20:00:00,2019,2,7.792,8.1685,0,0,0.3765,0,8.1685
"156","otc",12,2019,2019-08-02,"night","SC","ten","flower","in","OTC-B2","B2",NA,19:47:00,20:17:00,20:32:00,1,0,0,"DRC9",NA,NA,NA,"Carrie",NA,270,"OTC_B2_night_190802_892019_22.qgd","OTC",2019,"otc",NA,"ten","OTC","B2",NA,"night","190802","08-02-19",892019,2019-08-09,22,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 20:00:00,2019,2,7.792,8.1685,0,0,0.3765,0,8.1685
"157","otc",14,2019,2019-08-02,"night","SC","ten","flower","in","OTC-C1","C1",NA,20:05:00,20:35:00,20:50:00,1,0,0,"DRC4",NA,NA,NA,"Carrie",NA,273,"OTC_C1_night_190802_892019_24.qgd","OTC",2019,"otc",NA,"ten","OTC","C1",NA,"night","190802","08-02-19",892019,2019-08-09,24,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,6.39375
"158","otc",15,2019,2019-08-02,"night","SC","ten","flower","in","OTC-C2","C2",NA,20:18:00,20:48:00,21:03:00,1,0,0,"DRC5",NA,NA,NA,"Carrie",NA,276,"OTC_C2_night_190802_892019_15.qgd","OTC",2019,"otc",NA,"ten","OTC","C2",NA,"night","190802","08-02-19",892019,2019-08-09,15,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,6.39375
"159","otc",18,2019,2019-08-02,"night","SC","ten","flower","in","OTC-C3","C3",NA,20:53:00,21:23:00,21:38:00,1,0,0,"DRC5",NA,NA,NA,"Carrie",NA,278,"OTC_C3_night_190802_8102019_03.qgd","OTC",2019,"otc",NA,"ten","OTC","C3",NA,"night","190802","08-02-19",8102019,2019-08-10,3,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,6.39375
"160","otc",20,2019,2019-08-02,"night","SC","ten","flower","in","OTC-E1","E1",NA,21:10:00,21:40:00,21:55:00,1,0,0,"DRC9",NA,NA,NA,"Carrie",NA,282,"OTC_E1_night_190802_892019_19.qgd","OTC",2019,"otc",NA,"ten","OTC","E1",NA,"night","190802","08-02-19",892019,2019-08-09,19,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 22:00:00,2019,4,5.359,5.64125,0,0,0.282249999999999,0,5.64125
"161","otc",19,2019,2019-08-02,"night","SC","ten","flower","in","OTC-E2","E2",NA,20:59:00,21:29:00,21:44:00,1,0,0,"DRC4",NA,NA,NA,"Carrie",NA,286,"OTC_E2_night_190802_892019_18.qgd","OTC",2019,"otc",NA,"ten","OTC","E2",NA,"night","190802","08-02-19",892019,2019-08-09,18,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,6.39375
"162","otc",21,2019,2019-08-02,"night","SC","ten","flower","in","OTC-E3","E3",NA,21:20:00,21:50:00,22:05:00,1,0,0,"DRC4",NA,NA,NA,"Carrie",NA,289,"OTC_E3_night_190802_8102019_06.qgd","OTC",2019,"otc",NA,"ten","OTC","E3",NA,"night","190802","08-02-19",8102019,2019-08-10,6,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 22:00:00,2019,4,5.359,5.64125,0,0,0.282249999999999,0,5.64125
"163","otc",16,2019,2019-08-02,"night","SC","ten","flower","out","SC1","1",NA,20:28:00,20:58:00,21:13:00,1,1,0,"DRC7",NA,NA,NA,"Carrie",NA,316,"SC1_night_190802_892019_16.qgd","SC1",2019,"otc",NA,"ten","SC","1",NA,"night","190802","08-02-19",892019,2019-08-09,16,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,5.96125
"164","otc",11,2019,2019-08-02,"night","SC","ten","flower","out","SC10","10",NA,19:44:00,20:14:00,20:29:00,1,0,0,"DRC4",NA,NA,NA,"Carrie",NA,318,"SC10_night_190802_892019_12.qgd","SC10",2019,"otc",NA,"ten","SC","10",NA,"night","190802","08-02-19",892019,2019-08-09,12,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 20:00:00,2019,2,7.792,8.1685,0,0,0.3765,0,7.792
"165","otc",6,2019,2019-08-02,"night","SC","ten","flower","out","SC3","3",NA,20:42:00,21:13:00,21:29:00,1,0,0,"DRC8",NA,NA,NA,"Diane",NA,323,"SC3_night_190802_892019_17.qgd","SC3",2019,"otc",NA,"ten","SC","3",NA,"night","190802","08-02-19",892019,2019-08-09,17,NA,NA,NA,NA,1860,960,NA,NA,2820,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,5.96125
"166","otc",7,2019,2019-08-02,"night","SC","ten","flower","out","SC4","4",NA,20:58:00,21:28:00,21:43:00,1,0,0,"DRC10",NA,NA,"put in air control too for 1 min","Diane",NA,326,"SC4_night_190802_8102019_04.qgd","SC4",2019,"otc",NA,"ten","SC","4",NA,"night","190802","08-02-19",8102019,2019-08-10,4,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,5.96125
"167","otc",17,2019,2019-08-02,"night","SC","ten","flower","out","SC5","5",NA,20:38:00,21:08:00,21:23:00,1,0,0,"DRC9",NA,NA,NA,"Carrie",NA,329,"SC5_night_190802_8102019_02.qgd","SC5",2019,"otc",NA,"ten","SC","5",NA,"night","190802","08-02-19",8102019,2019-08-10,2,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,5.96125
"168","otc",2,2019,2019-08-02,"night","SC","ten","flower","out","SC6","6",NA,19:45:00,20:14:00,20:29:00,1,0,0,"CW2",NA,NA,NA,"Diane",NA,332,"SC6_night_190802_892019_21.qgd","SC6",2019,"otc",NA,"ten","SC","6",NA,"night","190802","08-02-19",892019,2019-08-09,21,NA,NA,NA,NA,1740,900,NA,NA,2640,2019-08-02 20:00:00,2019,2,7.792,8.1685,0,0,0.3765,0,7.792
"169","otc",4,2019,2019-08-02,"night","SC","ten","flower","out","SC7","7",NA,20:03:00,20:33:00,20:48:00,1,0,0,"DRC10",NA,NA,NA,"Diane",NA,335,"SC7_night_190802_892019_14.qgd","SC7",2019,"otc",NA,"ten","SC","7",NA,"night","190802","08-02-19",892019,2019-08-09,14,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,5.96125
"170","otc",3,2019,2019-08-02,"night","SC","ten","flower","out","SC8","8",NA,19:48:00,20:18:00,20:33:00,1,0,0,"DRC8",NA,NA,NA,"Diane",NA,338,"SC8_night_190802_892019_20.qgd","SC8",2019,"otc",NA,"ten","SC","8",NA,"night","190802","08-02-19",892019,2019-08-09,20,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 20:00:00,2019,2,7.792,8.1685,0,0,0.3765,0,7.792
"171","otc",5,2019,2019-08-02,"night","SC","ten","flower","out","SC9","9","0",20:21:00,20:51:00,21:06:00,1,0,0,"CW2",NA,NA,NA,"Diane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 21:00:00,2019,3,5.96125,6.39375,0,0,0.4325,0,5.96125
"172","otc",1,2019,2019-08-02,"night","SC","air","air","air","Air1","Air1",NA,19:14:00,19:43:00,19:58:00,NA,NA,NA,"DRC8",NA,NA,NA,"Diane",NA,214,"Air1_night_190802_892019_10.qgd","Air1",2019,"otc",NA,"ten","Air","Air1",NA,"night","190802","08-02-19",892019,2019-08-09,10,NA,NA,NA,NA,1740,900,NA,NA,2640,2019-08-02 20:00:00,2019,2,7.792,8.1685,0,0,0.3765,0,7.792
"173","otc",8,2019,2019-08-02,"night","SC","air","air","air","Air3","Air3",NA,21:18:00,21:48:00,22:03:00,NA,NA,NA,"DRC10",NA,NA,NA,"Diane",NA,217,"Air3_night_190802_8102019_05.qgd","Air3",2019,"otc",NA,"ten","Air","Air3",NA,"night","190802","08-02-19",8102019,2019-08-10,5,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 22:00:00,2019,4,5.359,5.64125,0,0,0.282249999999999,0,5.359
"174","otc",9,2019,2019-08-02,"night","SC","air","air","air","Air2","Air2",NA,19:23:00,19:53:00,20:08:00,NA,NA,NA,"DRC8",NA,NA,NA,"Carrie",NA,216,"Air2_night_190802_892019_11.qgd","Air2",2019,"otc",NA,"ten","Air","Air2",NA,"night","190802","08-02-19",892019,2019-08-09,11,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-02 20:00:00,2019,2,7.792,8.1685,0,0,0.3765,0,7.792
"175","otc",97,2019,2019-08-05,"day","GNA","agg","flower","in","OTC-V1","V1",NA,10:32:00,11:02:00,11:17:00,1,0,0,"DRC4",NA,NA,NA,"Carrie",NA,290,"OTC_V1_day_190805_8102019_08.qgd","OTC",2019,"otc",NA,"agg","OTC","V1",NA,"day","190805","08-05-19",8102019,2019-08-10,8,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","otc",92,2019,2019-08-05,"day","GNA","agg","flower","in","OTC-V2","V2",NA,10:02:00,10:32:00,10:47:00,1,0,0,"DRC10",NA,NA,NA,"Carrie",NA,292,"OTC_V2_day_190805_8102019_03.qgd","OTC",2019,"otc",NA,"agg","OTC","V2",NA,"day","190805","08-05-19",8102019,2019-08-10,3,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","otc",96,2019,2019-08-05,"day","GNA","agg","flower","in","OTC-W1","W1",NA,10:27:00,10:57:00,11:12:00,1,0,0,"CW1",NA,NA,"trap slipped out in middle of pumping","Carrie",NA,294,"OTC_W1_day_190805_8102019_07.qgd","OTC",2019,"otc",NA,"agg","OTC","W1",NA,"day","190805","08-05-19",8102019,2019-08-10,7,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","otc",95,2019,2019-08-05,"day","GNA","agg","flower","in","OTC-W2","W2",NA,10:23:00,10:53:00,11:08:00,1,0,0,"DRC7",NA,NA,NA,"Carrie",NA,296,"OTC_W2_day_190805_8102019_06.qgd","OTC",2019,"otc",NA,"agg","OTC","W2",NA,"day","190805","08-05-19",8102019,2019-08-10,6,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","otc",90,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-V1-leaf","V1",NA,09:42:00,10:14:00,10:29:00,NA,NA,1,"DRC5",NA,NA,NA,"Carrie",0.00498,291,"OTC_V1_leaf_190805_8102019_01.qgd","OTC",2019,"otc",NA,"agg","OTC","V1",NA,"leaf","190805","08-05-19",8102019,2019-08-10,1,NA,NA,NA,NA,1920,900,NA,NA,2820,2019-08-05 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","otc",100,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-V2-leaf","V2",NA,10:49:00,11:19:00,11:34:00,NA,NA,1,".",NA,NA,NA,"Carrie",0.0094,293,"OTC_V2_leaf_190805_8102019_11.qgd","OTC",2019,"otc",NA,"agg","OTC","V2",NA,"leaf","190805","08-05-19",8102019,2019-08-10,11,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","otc",89,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-W1-leaf","W1redo",NA,09:36:00,10:08:00,10:23:00,NA,NA,1,"DRC7",7.9,1.248,NA,"Carrie",0.00804,295,"OTC_W1redo_leaf_190805_8102019_10.qgd","OTC",2019,"otc",NA,"agg","OTC","W1redo",NA,"leaf","190805","08-05-19",8102019,2019-08-10,10,NA,NA,NA,NA,1920,900,NA,NA,2820,2019-08-05 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","otc",99,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-W2-leaf","W2",NA,10:46:00,11:16:00,11:31:00,NA,NA,1,"CW1",NA,NA,NA,"Carrie",0.00826,297,"OTC_W2_leaf_190805_8102019_09.qgd","OTC",2019,"otc",NA,"agg","OTC","W2",NA,"leaf","190805","08-05-19",8102019,2019-08-10,9,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","otc",103,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-X1-leaf","X1",NA,11:27:00,11:57:00,12:12:00,NA,NA,1,"DRC4",NA,NA,NA,"Carrie",0.00941,301,"OTC_X2_leaf_190805_8102019_14.qgd","OTC",2019,"otc",NA,"agg","OTC","X2",NA,"leaf","190805","08-05-19",8102019,2019-08-10,14,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","otc",105,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-X2-leaf","X2",NA,11:43:00,12:13:00,12:28:00,NA,NA,1,"CW1",NA,NA,NA,"Carrie",0.00439,302,"OTC_X2_leaf_190805_8102019_16.qgd","OTC",2019,"otc",NA,"agg","OTC","X2",NA,"leaf","190805","08-05-19",8102019,2019-08-10,16,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","otc",107,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-Y1-leaf","Y1",NA,11:53:00,12:23:00,12:38:00,NA,NA,1,"DRC4",NA,NA,NA,"Carrie",0.00775,304,"OTC_Y1_leaf_190805_8102019_18.qgd","OTC",2019,"otc",NA,"agg","OTC","Y1",NA,"leaf","190805","08-05-19",8102019,2019-08-10,18,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","otc",109,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-Y2-leaf","Y2",NA,12:04:00,12:35:00,12:50:00,NA,NA,1,"DRC5",NA,NA,NA,"Carrie",0.00629,306,"OTC_Y2_leaf_190805_8102019_20.qgd","OTC",2019,"otc",NA,"agg","OTC","Y2",NA,"leaf","190805","08-05-19",8102019,2019-08-10,20,NA,NA,NA,NA,1860,900,NA,NA,2760,2019-08-05 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","otc",112,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-Z1-leaf","Z1",NA,12:26:00,12:56:00,13:11:00,NA,NA,1,"DRC4",NA,NA,NA,"Carrie",0.00818,308,"OTC_Z1_leaf_190805_8102019_22.qgd","OTC",2019,"otc",NA,"agg","OTC","Z1",NA,"leaf","190805","08-05-19",8102019,2019-08-10,22,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","otc",113,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-Z2-leaf","Z2",NA,12:38:00,13:08:00,13:23:00,NA,NA,1,".",NA,NA,NA,"Carrie",0.00585,310,"OTC_Z2_leaf_190805_8102019_23.qgd","OTC",2019,"otc",NA,"agg","OTC","Z2",NA,"leaf","190805","08-05-19",8102019,2019-08-10,23,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","otc",114,2019,2019-08-05,"day","GNA","agg","leaf","in","OTC-Z3-leaf","Z3redo",NA,12:47:00,13:17:00,13:32:00,NA,NA,1,"DRC7",NA,NA,"somewhat large cut in bag for trap","Carrie",0.00505,313,"OTCredo_Z3_190805_8112019_24.qgd","OTCredo",2019,"otc",NA,"agg","OTC","Z3redo",NA,"day","190805","08-05-19",8112019,2019-08-11,24,NA,NA,NA,NA,1800,900,NA,NA,2700,2019-08-05 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
