name,class,mean,max,match.var,match,RT.var,RT,filter_RT,filter_match,filter_contaminant,filter_area,filter_ambient_ratio,ambient_ratio,filters_passed,filter_final
Phenylmaleic anhydride,,338071,4980708,0.004128977616,0.9,2.58E-05,16.1225,High,OK,OK,OK,AmRatioFail,1.19,3,FALSE
"Phosphonic acid, (p-hydroxyphenyl)-",,727893,7775652,4.91E-04,0.94,5.70E-05,7.972,OK,OK,OK,OK,OK,Inf,5,FALSE
"Phosphonoacetic Acid, 3TMS derivative",,19861,1061328,3.33E-05,0.71,0.3924173333,13.296,OK,Low,OK,Low,AmRatioFail,0.09,2,FALSE
Phthalamic acid,,335602,1476391,0.004012592593,0.89,9.57E-04,13.29,OK,OK,OK,Low,AmRatioFail,0.91,3,FALSE
Phthalic anhydride,,303021,3238781,0.004653359684,0.85,0.001188237154,13.282,OK,OK,OK,OK,OK,6.72,5,FALSE
Phthalimide,,17135,566609,3.00E-04,0.86,2.25E-06,15.213,High,OK,OK,Low,OK,Inf,3,FALSE
Phytol,,37204,2269441,NA,0.8,NA,16.865,High,OK,OK,Low,OK,Inf,3,FALSE
"Piperazine, 1,4-dimethyl-",,5309,323829,NA,0.82,NA,9.021,OK,OK,OK,Low,OK,Inf,4,FALSE
"Propane, 2-ethoxy-",,6888,210289,0,0.88,1.28E-04,6.216,OK,OK,OK,Low,OK,Inf,4,FALSE
"Propane, 2,2'-[methylenebis(oxy)]bis-",,96839,647260,2.75E-04,0.81,0.001365128623,4.0175,OK,OK,OK,Low,AmRatioFail,0.63,3,FALSE
Propanoic acid,,58659,913978,0.001125824176,0.9,5.40E-04,3.0815,Low,OK,OK,Low,OK,4.23,3,FALSE
"Propanoic acid, 2-methyl-",,45269,639849,0.001668571429,0.85,0.002722352381,4.056,OK,OK,OK,Low,OK,Inf,4,FALSE
"Propanoic acid, 2-methyl-, 3-hydroxy-2,2,4-trimethylpentyl ester",,147209,1061945,0.003763722898,0.87,1.06E-04,14.0635,OK,OK,OK,Low,AmRatioFail,1.21,3,FALSE
Propylene Glycol,,1389928,4575490,7.18E-04,0.98,0.09436593124,3.7355,Low,OK,OK,OK,AmRatioFail,1.24,3,FALSE
"Pyridine, 3-(phenylmethyl)-",,5092,310616,NA,0.72,NA,17.203,High,Low,OK,Low,OK,Inf,2,FALSE
"Pyrimidine-2,4(1H,3H)-dione, 5-amino-6-nitroso-",,5043,101749,0.003247619048,0.81,1.704019952,1.619,Low,OK,OK,Low,OK,Inf,3,FALSE
S-Benzoyl(thiohydroxylamine),,2123,129477,NA,0.93,NA,14.384,OK,OK,OK,Low,OK,Inf,4,FALSE
"Silane, triethylmethoxy-",,8209,319983,8.00E-04,0.72,5.00E-07,4.0245,OK,Low,OK,Low,OK,Inf,3,FALSE
"Silanediol, dimethyl-",,233169,773890,0.001810243902,0.86,0.003809580488,3.026,Low,OK,OK,Low,OK,3.13,3,FALSE
"Silanol, trimethyl-",,31505,201241,0.001144254032,0.86,0.004756353831,1.9485,Low,OK,OK,Low,AmRatioFail,0.77,2,FALSE
"Spiro-1-(cyclohex-2-ene)-2'-(5'-oxabicyclo[2.1.0]pentane), 1',4',2,6,6-pentamethyl-",,30155,369304,1.07E-04,0.71,1.25E-05,18.222,High,Low,OK,Low,AmRatioFail,0.30,1,FALSE
Styrene,,164982,2297008,0.003224761905,0.87,4.35E-04,6.377,OK,OK,OK,Low,AmRatioFail,0.38,3,FALSE
Succinimide,,283923,1355222,0.002223442623,0.94,0.002249643169,10.335,OK,OK,OK,Low,AmRatioFail,1.88,3,FALSE
"Sulfurous acid, hexyl nonyl ester",,4250,129425,9.17E-05,0.795,5.37E-05,10.3995,OK,Low,OK,Low,AmRatioFail,1.54,2,FALSE
"Sulfurous acid, hexyl octyl ester",,2078,51204,0.001233333333,0.78,11.343241,16.243,High,Low,OK,Low,OK,Inf,2,FALSE
Tetracontane,,107862,2546575,0.003717424242,0.91,1.207077818,23.1335,High,OK,OK,Low,AmRatioFail,0.17,2,FALSE
Tetracosane,,1546522,9429223,0.003439159175,0.92,0.8386556616,22.1185,High,OK,OK,OK,AmRatioFail,2.25,3,FALSE
Tetradecanal,,410287,3782591,8.76E-04,0.93,0.5339800516,16.981,High,OK,OK,OK,AmRatioFail,0.97,3,FALSE
Tetradecane,,455520,1522872,0.001215182073,0.94,0.601971888,14.306,OK,OK,OK,Low,AmRatioFail,0.97,3,FALSE
"Tetradecane, 4-methyl-",,11903,461486,0.002880952381,0.8,4.276712952,16.806,High,OK,OK,Low,AmRatioFail,1.22,2,FALSE
"Tetradecane, 5-methyl-",,2688,58020,0.00197,0.76,2.9302563,16.236,High,Low,OK,Low,AmRatioFail,0.16,1,FALSE
Tetradecyl trifluoroacetate,,103135,1511324,0.001934615385,0.95,1.798072681,17.707,High,OK,OK,Low,AmRatioFail,1.09,2,FALSE
Tetraethylene glycol,,70653,925998,0.003456060606,0.845,5.76E-05,15.655,High,OK,OK,Low,AmRatioFail,2.72,2,FALSE
Tetraethylene glycol monododecyl ether,,6876,380177,8.00E-04,0.75,0.458882,12.411,OK,Low,OK,Low,OK,Inf,3,FALSE
Tetrahydrofuran,,14981,247506,0.002536111111,0.84,0.00362475,2.431,Low,OK,OK,Low,OK,3.17,3,FALSE
"Tetrahydrofuran, 2-methyl-5-pentyl-",,887,45508,2.00E-04,0.76,0.927522,11.072,OK,Low,OK,Low,OK,Inf,3,FALSE
Tetrapentacontane,,21263,756664,3.33E-05,0.76,0.3626173333,22.562,High,Low,OK,Low,OK,Inf,2,FALSE
Tetratriacontane,,2148532,6414555,0.00350442035,0.95,0.34913965,22.6695,High,OK,OK,OK,AmRatioFail,0.85,3,FALSE
Toluene,,366805,2854473,0.002647510669,0.89,0.002120469417,4.18,OK,OK,OK,Low,AmRatioFail,0.53,3,FALSE
trans-Pinocarvyl laureate,,1776,108309,NA,0.76,NA,10.476,OK,Low,OK,Low,OK,Inf,3,FALSE
Triacontane,,80508,1630577,0.002226785714,0.92,0.7636985536,22.8635,High,OK,OK,Low,OK,Inf,3,FALSE
"Triacontane, 1-bromo-",,192435,3312520,0.002591758242,0.76,1.423001033,21.503,High,Low,OK,OK,AmRatioFail,2.59,2,FALSE
"Triacontane, 1-iodo-",,106237,1837024,9.72E-04,0.79,1.734250811,22.4595,High,Low,OK,Low,AmRatioFail,0.61,1,FALSE
"Trichloroacetic acid, dodecyl ester",,3794,118980,0.004133333333,0.8,10.07235233,15.984,High,OK,OK,Low,OK,Inf,3,FALSE
Tridecanal,,139477,1453686,7.11E-04,0.91,0.6411386952,13.066,OK,OK,OK,Low,OK,Inf,4,FALSE
"Tridecane, 1-iodo-",,5367,98363,0.001506666667,0.83,0.4746706667,14.0135,OK,OK,OK,Low,OK,Inf,4,FALSE
"Tridecane, 3-methyl-",,2676,60997,4.33E-04,0.75,3.33E-07,13.932,OK,Low,OK,Low,OK,Inf,3,FALSE
"Tridecane, 4-cyclohexyl-",,953,58112,NA,0.76,NA,15.004,High,Low,OK,Low,OK,Inf,2,FALSE
"Tridecane, 6-methyl-",,1856,113197,NA,0.87,NA,11.715,OK,OK,OK,Low,OK,Inf,4,FALSE
Tridecanoic acid,,256835,4003054,0.002466666667,0.83,1.701551638,17.493,High,OK,OK,OK,AmRatioFail,1.78,3,FALSE
Triethylene glycol,,44002,1149722,0.007057142857,0.75,2.83E-04,11.928,OK,Low,OK,Low,AmRatioFail,1.22,2,FALSE
Triethylene glycol monododecyl ether,,1733,54317,9.33E-04,0.75,16.27739033,15.679,High,Low,OK,Low,OK,Inf,2,FALSE
"Trifluoroacetic acid, pentadecyl ester",,41660,2437524,2.00E-04,0.89,9.80E-05,18.825,High,OK,OK,Low,OK,Inf,3,FALSE
"Trifluoroacetic acid,n-tridecyl ester",,22198,397989,0.00321,0.875,7.6802504,17.4305,High,OK,OK,Low,AmRatioFail,2.04,2,FALSE
Trimethylaluminum,,7629,199657,0.00137,0.84,0.0066227,2.962,Low,OK,OK,Low,OK,Inf,3,FALSE
"trisiloxane, 1,1,1,5,5,5-hexamethyl-3-[(trimethylsilyl)oxy]-",,321281,1642500,0.003857657658,0.87,3.54125247,8.24,OK,OK,OK,Low,AmRatioFail,0.60,3,FALSE
"Trisiloxane, 1,1,1,5,5,5-hexamethyl-3,3-bis[(trimethylsilyl)oxy]-",,6532,100782,2.00E-04,0.73,3.14E-05,13.2135,OK,Low,OK,Low,OK,Inf,3,FALSE
"Trisiloxane, octamethyl-",,960,58547,NA,0.76,NA,15.165,High,Low,OK,Low,OK,Inf,2,FALSE
"Undecanal, 2-methyl-",,58772,871044,0.001069642857,0.815,1.48E-05,9.8265,OK,OK,OK,Low,OK,Inf,4,FALSE
Undecane,,189675,1804824,0.001574420677,0.93,0.990361074,9.956,OK,OK,OK,Low,AmRatioFail,0.53,3,FALSE
"Undecane, 3-cyclohexyl-",,1557,63958,0.00125,0.825,0,13.18,OK,OK,OK,Low,OK,Inf,4,FALSE
"Undecane, 3-methylene-",,1133,69133,NA,0.76,NA,14.092,OK,Low,OK,Low,OK,Inf,3,FALSE
"Undecane, 3,7-dimethyl-",,681,41512,0.0018,0.76,0.0244205,9.2705,OK,Low,OK,Low,OK,Inf,3,FALSE
"Undecane, 5-methyl-",,1467,68634,0.004233333333,0.85,2.43E-05,5.943,OK,OK,OK,Low,OK,Inf,4,FALSE
Undecanoic acid,,367038,2337144,0.002280732002,0.92,0.005179306715,15.0995,High,OK,OK,Low,AmRatioFail,1.32,2,FALSE
"Valeric acid, 4-pentadecyl ester",,1835,59501,0.00405,0.795,0.8646125,11.0575,OK,Low,OK,Low,OK,Inf,3,FALSE
"Xylitol, 1-O-octanoyl-",,1343,81939,0.0018,0.73,0,17.781,High,Low,OK,Low,AmRatioFail,0.10,1,FALSE
"(-)-Isolongifolol, acetate",,11858,723309,NA,0.87,NA,14.646,OK,OK,OK,Low,OK,Inf,4,FALSE
"(1R,2R,3R,5S)-(-)-Isopinocampheol",,4785,133285,4.92E-04,0.83,8.44593825,8.162,OK,OK,OK,Low,AmRatioFail,0.24,3,FALSE
"(1R,2R,3S,5R)-(-)-2,3-Pinanediol",,667,40663,NA,0.73,NA,10.568,OK,Low,OK,Low,OK,Inf,3,FALSE
"(1R,3R,4S,5S)-1-Isopropyl-4-methylbicyclo[3.1.0]hexan-3-yl acetate-rel",,343,20894,NA,0.74,NA,7.052,OK,Low,OK,Low,OK,Inf,3,FALSE
"(4aS,4bR,10aS)-7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene",,1665493,6255433,0.001721603793,0.74,0.1278088534,18.915,High,Low,OK,OK,AmRatioFail,1.10,2,FALSE
(N-(-2-Acetamido))-2-aminoethanesulfonic acid,,1352,82498,NA,0.78,NA,1.506,Low,Low,OK,Low,OK,Inf,2,FALSE
(R)-(-)-(Z)-14-Methyl-8-hexadecen-1-ol,,40061,945939,0.001386666667,0.82,4.739519867,14.651,OK,OK,OK,Low,AmRatioFail,1.09,3,FALSE
(Z)-9-octadecen-4-olide,,33101,2019187,NA,0.78,NA,22.158,High,Low,OK,Low,OK,Inf,2,FALSE
(Z)-Oxacyclopentadec-6-en-2-one,,31964,1949805,NA,0.75,NA,21.403,High,Low,OK,Low,OK,Inf,2,FALSE
"(Z),(Z)-2,4-Hexadiene",,11655,247471,0.00328,0.87,0.0068663,2.489,Low,OK,OK,Low,OK,Inf,3,FALSE
.alpha.-Campholenal,,747,32890,0.00245,0.785,1.25E-05,10.4575,OK,Low,OK,Low,OK,Inf,3,FALSE
.gamma.-Dodecalactone,,56280,1238749,0.001560989011,0.8,2.693141912,17.8135,High,OK,OK,Low,AmRatioFail,1.32,2,FALSE
.gamma.-Terpinene,,299809,3617363,1.66E-04,0.965,2.85E-05,9.3415,OK,OK,OK,OK,OK,4.63,5,FALSE
1-Acetyl-5-benzoyl-.alpha.-l-arabinofuranose,,13397,817213,NA,0.76,NA,12.187,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Allopregnene-3,20-dione",,9285,566407,5.00E-05,0.705,8.00E-06,18.745,High,Low,OK,Low,AmRatioFail,0.07,1,FALSE
1-Benzoylamino-5-piperidinyl-1-phenylpentane,,2184,133199,NA,0.7,NA,13.44,OK,Low,OK,Low,OK,Inf,3,FALSE
1-Butanol,,415637,6201257,0.00151025641,0.94,0.007415576923,2.742,Low,OK,OK,OK,AmRatioFail,0.57,3,FALSE
"1-Butanol, 2-methylene-, acetate",,1066,64996,NA,0.73,NA,2.91,Low,Low,OK,Low,OK,Inf,2,FALSE
"1-Butanol, 2-nitro-",,5873,152106,1.67E-04,0.785,0.001131666667,3.481,Low,Low,OK,Low,OK,Inf,2,FALSE
"1-Butene, 3-(3-butenyloxy)-",,140,8536,NA,0.73,NA,3.933,Low,Low,OK,Low,OK,Inf,2,FALSE
"1-Butene, 4-iodo-",,9248,527217,2.00E-04,0.76,17.1698,6.8,OK,Low,OK,Low,OK,Inf,3,FALSE
1-BUTYLPIRIDINIUM BROMIDE,,2388,145644,NA,0.77,NA,4.008,OK,Low,OK,Low,OK,Inf,3,FALSE
1-Chloroeicosane,,7873,342624,0.001433333333,0.75,7.647601333,13.445,OK,Low,OK,Low,OK,Inf,3,FALSE
1-Cyclopropyl-1-methyl-ethylamine,,10554,335066,4.33E-04,0.77,26.991001,12.874,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Decanol, 2-ethyl-",,31700,663758,5.55E-04,0.845,1.2856365,9.275,OK,OK,OK,Low,OK,7.32,4,FALSE
"1-Decanol, 2-hexyl-",,110325,1851448,0.002609340659,0.82,3.543830879,15.4955,High,OK,OK,Low,AmRatioFail,1.69,2,FALSE
"1-Decanol, 2-methyl-",,12184,690710,0.00605,0.815,5.4747405,13.3495,OK,OK,OK,Low,OK,Inf,4,FALSE
1-Decen-3-one,,0,0,0.00245,0.735,3.2768,15.381,High,Low,OK,Low,AmRatioFail,0.00,1,FALSE
1-Decene,,0,0,NA,0.92,NA,11.077,OK,OK,OK,Low,AmRatioFail,0.00,3,FALSE
"1-Dodecanol, 2-hexyl-",,2796,170545,NA,0.74,NA,23.456,High,Low,OK,Low,OK,Inf,2,FALSE
"1-Dodecanol, 2-octyl-",,8054,362140,0.002433333333,0.8,15.160012,21.899,High,OK,OK,Low,OK,Inf,3,FALSE
1-Ethyl-2-(4-methylpentyl)cyclopentane,,904,55167,NA,0.85,NA,5.542,OK,OK,OK,Low,OK,Inf,4,FALSE
1-Heneicosanol,,46202,1588500,0.0012,0.84,1.119596333,20.309,High,OK,OK,Low,OK,Inf,3,FALSE
1-Hexadecanesulfonyl chloride,,6303,384481,NA,0.82,NA,21.894,High,OK,OK,Low,OK,Inf,3,FALSE
"1-Hexadecanone, 1-cyclopentyl-",,18630,587697,0.0014125,0.755,2.389796982,7.1195,OK,Low,OK,Low,AmRatioFail,1.24,2,FALSE
"1-Hexadecene, 16-bromo-",,10442,535392,2.00E-04,0.78,2.00E-06,15.495,High,Low,OK,Low,OK,Inf,2,FALSE
"1-Hexanol, 5-methyl-",,6855,418155,NA,0.76,NA,5.975,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Hexene, 3,5-dimethyl-",,2189,133505,NA,0.86,NA,7.534,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Methyl-3,3-diphenylurea",,43337,295969,4.52E-04,0.88,1.98E-05,17.216,High,OK,OK,Low,AmRatioFail,1.30,2,FALSE
"1-Nonanol, 4,8-dimethyl-",,3389,132270,0,0.84,8.00E-06,10.411,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Nonene, 4,6,8-trimethyl-",,6728,410382,0.00125,0.775,0.9126005,6.4305,OK,Low,OK,Low,AmRatioFail,0.24,2,FALSE
1-Octadecanol,,10595,409438,0.002825,0.845,0.5011773333,18.267,High,OK,OK,Low,AmRatioFail,0.14,2,FALSE
"1-Octadecanol, methyl ether",,61685,713134,0.001971428571,0.825,1.66E-05,22.086,High,OK,OK,Low,AmRatioFail,1.10,2,FALSE
1-Octanol,,2307,140706,NA,0.84,NA,4.65,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Octanol, 2-methyl-",,7809,365013,2.00E-04,0.86,0.6216125,9.8425,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Octanol, 2,7-dimethyl-",,0,0,NA,0.76,NA,9.642,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
1-Pentadecyne,,542,33091,0.00245,0.785,1.80E-05,15.937,High,Low,OK,Low,AmRatioFail,0.10,1,FALSE
"1-Pentanol, 2,3-dimethyl-",,37819,1090419,0.002866666667,0.865,1.99992225,4.7185,OK,OK,OK,Low,OK,Inf,4,FALSE
1-Tetradecanol,,8368,270860,0.0018,0.88,7.342421583,14.087,OK,OK,OK,Low,AmRatioFail,0.34,3,FALSE
1-Tetrazol-2-ylethanone,,20698,216042,0.001529004329,0.85,0.005061974026,1.5905,Low,OK,OK,Low,AmRatioFail,1.20,2,FALSE
1-Undecene,,514,20368,0.00125,0.835,1.25E-05,12.8455,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Undecene, 4-methyl-",,0,0,NA,0.81,NA,5.885,OK,OK,OK,Low,AmRatioFail,0.00,3,FALSE
1(3H)-Isobenzofuranone,,5089,92568,0.001586666667,0.815,2.67E-05,13.771,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,1'-Bicyclohexyl, 2-propyl-, trans-",,961,58599,NA,0.74,NA,13.662,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,1'-Bicyclopropyl, 1,1'-dimethyl-",,2407,146834,NA,0.84,NA,4.079,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,10-Dichlorodecane",,3775,97517,2.00E-04,0.825,2.49E-05,9.3445,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,11-Tridecadiene",,145008,1599275,3.98E-04,0.775,3.80E-06,20.724,High,Low,OK,Low,AmRatioFail,0.82,1,FALSE
"1,19-Eicosadiene",,337,20531,NA,0.76,NA,13.181,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,2-15,16-Diepoxyhexadecane",,7406,267454,5.33E-04,0.84,0.7495423333,11.18,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,2-Benzenedicarboxylic acid, butyl 2-methylpropyl ester",,97219,2481543,0.00244,0.835,1.11E-05,20.409,High,OK,OK,Low,OK,Inf,3,FALSE
"1,2-Benzisothiazole",,15394,218618,6.67E-04,0.895,5.72E-05,12.009,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,2-Cyclooctanediol, trans-",,20864,308147,7.97E-04,0.83,7.39E-05,9.284,OK,OK,OK,Low,AmRatioFail,1.02,3,FALSE
"1,2-Dicyclohexylbutane",,2632,160549,NA,0.78,NA,13.66,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,2-Dioxolan-3-one, 5-methyl-4-methylene-",,2192,79805,4.80E-04,0.73,2.3632123,10.164,OK,Low,OK,Low,AmRatioFail,0.35,2,FALSE
"1,2-Epoxyundecane",,1162,70872,NA,0.76,NA,11.185,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,2-Propadiene-1,3-dione",,14005,367840,5.33E-04,0.75,0.06130628571,0.226,Low,Low,OK,Low,AmRatioFail,0.16,1,FALSE
"1,2-Propanediol, 1-acetate",,3661,184784,8.33E-04,0.79,3.188899,6.195,OK,Low,OK,Low,AmRatioFail,0.24,2,FALSE
"1,2-Propanedione, 1-phenyl-, 2-oxime",,1294,78947,NA,0.74,NA,12.206,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,2,3-Propanetriol, 1-acetate",,135888,3231817,0.001369642857,0.87,0.002164982143,12.2305,OK,OK,OK,OK,OK,Inf,5,FALSE
"1,2,3-Trifluorobenzene",,5491,184271,0.003786666667,0.795,0.006237466667,2.331,Low,Low,OK,Low,AmRatioFail,0.59,1,FALSE
"1,2,4-Metheno-1H-indene, octahydro-1,7a-dimethyl-5-(1-methylethyl)-, [1S-(1.alpha.,2.alpha.,3a.beta.,4.alpha.,5.alpha.,7a.beta.",,13249,778688,0.0028,0.82,8.33E-06,14.185,OK,OK,OK,Low,AmRatioFail,0.62,3,FALSE
"1,2,4-Triazine-3,5(2H,4H)-dione",,11691,393774,7.43E-04,0.825,3.49E-05,11.2755,OK,OK,OK,Low,AmRatioFail,0.24,3,FALSE
"1,2,4-Trifluorobenzene",,15243,193543,0.001423333333,0.78,0.004208233333,2.2875,Low,Low,OK,Low,AmRatioFail,1.49,1,FALSE
"1,3-Cyclopentadiene, 5,5-dimethyl-1,2-Dipropyl-",,15895,969574,5.00E-05,0.715,0,20.405,High,Low,OK,Low,AmRatioFail,0.12,1,FALSE
"1,3-Dimethylcyclopentanol",,2661,162294,NA,0.76,NA,6.369,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,3-Pentadiene, 2,3-dimethyl-",,3876,71621,0.001661904762,0.78,3.50E-04,6.718,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,3-Propanediol, 2,2-dimethyl-, diacetate",,41494,564252,4.33E-04,0.83,0.1654898788,13.5935,OK,OK,OK,Low,AmRatioFail,1.66,3,FALSE
"1,3-Propanediol, eicosyl ethyl ether",,6904,421131,NA,0.72,NA,22.558,High,Low,OK,Low,OK,Inf,2,FALSE
"1,3-Propanediol, ethyl tetradecyl ether",,677,41278,NA,0.75,NA,23.882,High,Low,OK,Low,OK,Inf,2,FALSE
"1,3,4-Oxadiazolium, 5-hydroxy-2,3-diphenyl-, hydroxide, inner salt",,59955,3657275,NA,0.91,NA,19.351,High,OK,OK,OK,OK,Inf,4,FALSE
"1,3,6-Trioxocane",,0,0,NA,0.74,NA,3.285,Low,Low,OK,Low,AmRatioFail,0.00,1,FALSE
"1,4-Diacetyl-3-acetoxymethyl-2,5-methylene-l-rhamnitol",,7357,448769,NA,0.75,NA,14.754,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,4-Methano-1H-indene, octahydro-4-methyl-8-methylene-7-(1-methylethyl)-, [1S-(1.alpha.,3a.beta.,4.alpha.,7.alpha.,7a.beta.)]-",,9692,433566,0.0032,0.83,0,14.648,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,5-Cyclooctadiene, 1,3-dimethyl-",,1261,76929,NA,0.78,NA,8.401,OK,Low,OK,Low,OK,Inf,3,FALSE
10-Octadecenal,,2070,126258,NA,0.87,NA,13.076,OK,OK,OK,Low,OK,Inf,4,FALSE
11-Bromoundecanoic acid,,4854,296102,NA,0.71,NA,11.989,OK,Low,OK,Low,OK,Inf,3,FALSE
11-Methyltricosane,,34604,694547,0.001628571429,0.77,8.24512981,21.759,High,Low,OK,Low,AmRatioFail,0.26,1,FALSE
"1H-Benzocyclohepten-9-ol, 2,4a-.beta.,5,6,7,8,9,9a-.beta.-octahydro-3,5,5,9-.beta.-tetramethyl-",,25106,1531473,NA,0.71,NA,20.172,High,Low,OK,Low,OK,Inf,2,FALSE
"1H-Cycloprop[e]azulene, 1a,2,3,4,4a,5,6,7b-octahydro-1,1,4,7-tetramethyl-, [1aR-(1a.alpha.,4.alpha.,4a.beta.,7b.alpha.)]-",,3601,167486,4.00E-04,0.79,3.73E-05,14.55,OK,Low,OK,Low,AmRatioFail,0.14,2,FALSE
"1H-Naphthalen-2-one, 3,4,5,6,7,8-hexahydro-4a,8a-dimethyl-",,8806,161521,7.20E-04,0.755,3.34E-05,13.668,OK,Low,OK,Low,OK,Inf,3,FALSE
"1H-Pyrrole-2,5-dione",,123240,1992075,0.001929411765,0.86,6.30E-05,8.0775,OK,OK,OK,Low,OK,6.64,4,FALSE
"2- Bromopropionic acid, pentadecyl ester",,26692,1628217,NA,0.7,NA,20.234,High,Low,OK,Low,OK,Inf,2,FALSE
"2-(1,1-Dimethylethyl)-5-oxohexanal",,7788,332258,2.33E-04,0.8,4.23E-05,12.882,OK,OK,OK,Low,AmRatioFail,0.18,3,FALSE
2-(2-Butoxyethoxy)ethyl benzoate,,6370,388586,4.50E-04,0.725,5.00E-05,18.007,High,Low,OK,Low,AmRatioFail,0.32,1,FALSE
2-(2-Methoxyethoxy)ethyl acetate,,5473,115104,5.93E-04,0.745,1.33E-05,14.263,OK,Low,OK,Low,AmRatioFail,1.07,2,FALSE
2-(4-Hydroxybutyl)cyclohexanol,,34768,2120878,0.00845,0.765,20.492802,18.957,High,Low,OK,Low,AmRatioFail,1.47,1,FALSE
2-(Hexamethyleneimino)ethanol,,2228,135921,NA,0.72,NA,8.555,OK,Low,OK,Low,OK,Inf,3,FALSE
2-(Methylsulfonyl)acetophenone,,3595,219311,NA,0.9,NA,18.495,High,OK,OK,Low,OK,Inf,3,FALSE
2-Bromotetradecane,,26213,865963,0.002369642857,0.775,8.182583643,18.034,High,Low,OK,Low,AmRatioFail,0.65,1,FALSE
2-Butenal,,28496,313941,7.31E-04,0.86,0.004516666667,2.617,Low,OK,OK,Low,AmRatioFail,1.35,2,FALSE
2-Butene ozonide,,2214,135042,NA,0.72,NA,3.335,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Butenoic acid, 2-methyl-, methyl ester, (Z)-",,14800,376458,0.006187272727,0.81,0.05655256364,5.205,OK,OK,OK,Low,OK,4.33,4,FALSE
2-Cyclohexen-1-one,,1117,35927,5.00E-05,0.785,8.00E-06,7.128,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Cyclopenten-1-one, 2-methyl-",,94,5706,NA,0.72,NA,6.02,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Decanone, 5,9-dimethyl-",,22956,473574,2.50E-05,0.83,2.30E-05,10.4865,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Decen-1-ol, (E)-",,12829,441248,2.00E-04,0.86,5.00E-07,11.6985,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Decenal, (E)-",,773171,34170838,3.40E-04,0.9,0.01786709583,12.438,OK,OK,OK,OK,OK,Inf,5,FALSE
2-Dodecen-1-yl(-)succinic anhydride,,1352,82494,NA,0.72,NA,14.905,OK,Low,OK,Low,OK,Inf,3,FALSE
2-Dodecenal,,38645,672058,0.00283625,0.87,2.043305317,15.845,High,OK,OK,Low,AmRatioFail,0.41,2,FALSE
2-Dodecenoic acid,,0,0,0,0.76,4.50E-06,10.2305,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
"2-Ethylbutyric acid, 4-cyanophenyl ester",,2053,78778,0,0.74,1.20E-05,9.325,OK,Low,OK,Low,AmRatioFail,0.28,2,FALSE
2-Furanmethanol,,37390,1499926,0.00416025641,0.85,0.3871919231,5.74,OK,OK,OK,Low,OK,8.84,4,FALSE
"2-Heptene, (E)-",,1105,67405,NA,0.84,NA,3.499,Low,OK,OK,Low,OK,Inf,3,FALSE
"2-Heptene, 2,6-dimethyl-",,18929,1154666,NA,0.81,NA,9.221,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Hexanol, (S)-",,1296,79083,NA,0.88,NA,3.386,Low,OK,OK,Low,OK,Inf,3,FALSE
"2-Hexanone, 3-methyl-",,1399,69411,4.50E-04,0.765,1.80E-05,5.207,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Hexanone, 5-methyl-",,227,13824,NA,0.79,NA,4.66,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Hexen-1-ol, (E)-",,2273,73596,0.00317,0.82,0.2487893,5.929,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Hexene, 1-(1-ethoxyethoxy)-, (E)-",,10918,111747,3.45E-04,0.735,9.42E-05,9.026,OK,Low,OK,Low,AmRatioFail,0.45,2,FALSE
"2-Hexene, 2,3-dimethyl-",,0,0,NA,0.83,NA,5.34,OK,OK,OK,Low,AmRatioFail,0.00,3,FALSE
